"ID" "Year" "LAI_Med" "Municipality"
"Pakruojis.2011" 5 2011 23.6991338453996 "Pakruojis"
"Radviliskis.2011" 6 2011 26.6173469387755 "Radviliskis"
"Alytus.2011" 7 2011 29.3970248411323 "Alytus"
"Druskininkai.2011" 8 2011 22.1808510638298 "Druskininkai"
"Lazdijai.2011" 9 2011 28.061703821656 "Lazdijai"
"Varena.2011" 10 2011 28.9290088846718 "Varena"
"Birstonas.2011" 11 2011 26.9625 "Birstonas"
"Jonava.2011" 12 2011 30.0218843584428 "Jonava"
"Kedainiai.2011" 13 2011 26.9691566892244 "Kedainiai"
"Kaisiadorys.2011" 14 2011 31.9681644533382 "Kaisiadorys"
"Kaunas.2011" 15 2011 26.942282916774 "Kaunas"
"Prienai.2011" 16 2011 30.2698412698413 "Prienai"
"Raseiniai.2011" 17 2011 27.7594392004442 "Raseiniai"
"Silute.2011" 18 2011 31.6221105527638 "Silute"
"Klaipeda.2011" 19 2011 28.0423521746213 "Klaipeda"
"Kretinga.2011" 20 2011 26.3384346305203 "Kretinga"
"Neringa.2011" 21 2011 21.4444444444444 "Neringa"
"Palanga.2011" 22 2011 25.4674698795181 "Palanga"
"Skuodas.2011" 23 2011 27.0785292782569 "Skuodas"
"Sakiai.2011" 24 2011 26.1461345939933 "Sakiai"
"Marijampole.2011" 25 2011 28.6870920474224 "Marijampole"
"Vilkaviskis.2011" 26 2011 25.4022422286394 "Vilkaviskis"
"Birzai.2011" 27 2011 27.6678316586573 "Birzai"
"Kupiskis.2011" 28 2011 28.6504389465283 "Kupiskis"
"Panevezys.2011" 29 2011 28.9927607121894 "Panevezys"
"Pasvalys.2011" 30 2011 21.7195838227891 "Pasvalys"
"Rokiskis.2011" 31 2011 29.2224096385542 "Rokiskis"
"Silale.2011" 32 2011 36.195131156822 "Silale"
"Jurbarkas.2011" 33 2011 29.4868854808657 "Jurbarkas"
"Taurage.2011" 34 2011 35.1353135313531 "Taurage"
"Mazeikiai.2011" 35 2011 25.4695250105086 "Mazeikiai"
"Plunge.2011" 36 2011 35.1313915034342 "Plunge"
"Telsiai.2011" 37 2011 32.0606151089878 "Telsiai"
"Anyksciai.2011" 38 2011 31.0875859572928 "Anyksciai"
"Ignalina.2011" 39 2011 30.7478762135922 "Ignalina"
"Moletai.2011" 40 2011 32.3654208542714 "Moletai"
"Utena.2011" 41 2011 35.7993920972644 "Utena"
"Zarasai.2011" 42 2011 33.050178601803 "Zarasai"
"Salcininkai.2011" 43 2011 31.4339020668609 "Salcininkai"
"Sirvintos.2011" 44 2011 32.0890967265567 "Sirvintos"
"Svencionys.2011" 45 2011 31.3448275862069 "Svencionys"
"Trakai.2011" 46 2011 32.3334607056426 "Trakai"
"Ukmerge.2011" 47 2011 31.9315805658057 "Ukmerge"
"Vilnius.2011" 48 2011 32.0694432639184 "Vilnius"
"Siauliai.2012" 1 2012 29.3307561114269 "Siauliai"
"Akmene.2012" 2 2012 27.3532307692308 "Akmene"
"Joniskis.2012" 3 2012 25.0492656627626 "Joniskis"
"Kelme.2012" 4 2012 31.7465372168285 "Kelme"
"Pakruojis.2012" 5 2012 25.7599280928256 "Pakruojis"
"Radviliskis.2012" 6 2012 27.6458109559613 "Radviliskis"
"Alytus.2012" 7 2012 30.0862218370884 "Alytus"
"Druskininkai.2012" 8 2012 21.3829787234043 "Druskininkai"
"Lazdijai.2012" 9 2012 27.1287154989384 "Lazdijai"
"Varena.2012" 10 2012 28.6770464935737 "Varena"
"Birstonas.2012" 11 2012 28.1625 "Birstonas"
"Jonava.2012" 12 2012 31.2328956461645 "Jonava"
"Kedainiai.2012" 13 2012 28.3092139510672 "Kedainiai"
"Kaisiadorys.2012" 14 2012 32.3909405130071 "Kaisiadorys"
"Kaunas.2012" 15 2012 27.2201752125741 "Kaunas"
"Prienai.2012" 16 2012 30.5592903828198 "Prienai"
"Raseiniai.2012" 17 2012 28.7840088839534 "Raseiniai"
"Silute.2012" 18 2012 30.6070351758794 "Silute"
"Klaipeda.2012" 19 2012 28.4567519139925 "Klaipeda"
"Kretinga.2012" 20 2012 30.5553126366419 "Kretinga"
"Neringa.2012" 21 2012 22.1066666666667 "Neringa"
"Palanga.2012" 22 2012 28.3060240963855 "Palanga"
"Skuodas.2012" 23 2012 28.4418974126192 "Skuodas"
"Sakiai.2012" 24 2012 26.8478865406007 "Sakiai"
"Marijampole.2012" 25 2012 28.9525775942454 "Marijampole"
"Vilkaviskis.2012" 26 2012 26.1229828435536 "Vilkaviskis"
"Birzai.2012" 27 2012 29.3455657492355 "Birzai"
"Kupiskis.2012" 28 2012 29.5351157222666 "Kupiskis"
"Panevezys.2012" 29 2012 29.3962042653101 "Panevezys"
"Pasvalys.2012" 30 2012 24.533143144823 "Pasvalys"
"Rokiskis.2012" 31 2012 30.7709638554217 "Rokiskis"
"Silale.2012" 32 2012 35.6152104170598 "Silale"
"Jurbarkas.2012" 33 2012 31.0141894797191 "Jurbarkas"
"Taurage.2012" 34 2012 33.7574257425743 "Taurage"
"Mazeikiai.2012" 35 2012 26.8217738545607 "Mazeikiai"
"Plunge.2012" 36 2012 35.6873569066395 "Plunge"
"Telsiai.2012" 37 2012 32.6475067184234 "Telsiai"
"Anyksciai.2012" 38 2012 31.7513572204126 "Anyksciai"
"Ignalina.2012" 39 2012 30.9981796116505 "Ignalina"
"Moletai.2012" 40 2012 33.2550251256281 "Moletai"
"Utena.2012" 41 2012 35.031110316467 "Utena"
"Zarasai.2012" 42 2012 33.7875489028746 "Zarasai"
"Salcininkai.2012" 43 2012 30.2574559578305 "Salcininkai"
"Sirvintos.2012" 44 2012 32.2372631060793 "Sirvintos"
"Svencionys.2012" 45 2012 31.3095979086269 "Svencionys"
"Trakai.2012" 46 2012 32.5606929053624 "Trakai"
"Ukmerge.2012" 47 2012 32.7536900369004 "Ukmerge"
"Vilnius.2012" 48 2012 32.6226944326392 "Vilnius"
"Siauliai.2013" 1 2013 28.1115406480955 "Siauliai"
"Akmene.2013" 2 2013 25.4502564102564 "Akmene"
"Joniskis.2013" 3 2013 21.5415504740658 "Joniskis"
"Kelme.2013" 4 2013 29.8178640776699 "Kelme"
"Pakruojis.2013" 5 2013 23.5393038078117 "Pakruojis"
"Radviliskis.2013" 6 2013 26.4990601503759 "Radviliskis"
"Alytus.2013" 7 2013 28.8385326400924 "Alytus"
"Druskininkai.2013" 8 2013 23.531914893617 "Druskininkai"
"Lazdijai.2013" 9 2013 27.7696390658174 "Lazdijai"
"Varena.2013" 10 2013 29.3360648667299 "Varena"
"Birstonas.2013" 11 2013 27.0625 "Birstonas"
"Jonava.2013" 12 2013 30.4750057590417 "Jonava"
"Kedainiai.2013" 13 2013 26.7096564289433 "Kedainiai"
"Kaisiadorys.2013" 14 2013 31.0522102965254 "Kaisiadorys"
"Kaunas.2013" 15 2013 26.7807266168513 "Kaunas"
"Prienai.2013" 16 2013 29.2821661998133 "Prienai"
"Raseiniai.2013" 17 2013 26.4335091615769 "Raseiniai"
"Silute.2013" 18 2013 31.2100502512563 "Silute"
"Klaipeda.2013" 19 2013 29.7286202964652 "Klaipeda"
"Kretinga.2013" 20 2013 30.0163970266725 "Kretinga"
"Neringa.2013" 21 2013 22.4733333333333 "Neringa"
"Palanga.2013" 22 2013 27.1349397590361 "Palanga"
"Skuodas.2013" 23 2013 28.0390376758965 "Skuodas"
"Sakiai.2013" 24 2013 26.4791434927697 "Sakiai"
"Marijampole.2013" 25 2013 28.3206340748635 "Marijampole"
"Vilkaviskis.2013" 26 2013 25.5055206386954 "Vilkaviskis"
"Birzai.2013" 27 2013 27.6723460026212 "Birzai"
"Kupiskis.2013" 28 2013 26.9489225857941 "Kupiskis"
"Panevezys.2013" 29 2013 29.0524359225201 "Panevezys"
"Pasvalys.2013" 30 2013 22.0307098506461 "Pasvalys"
"Rokiskis.2013" 31 2013 28.5559036144578 "Rokiskis"
"Silale.2013" 32 2013 35.4770711454992 "Silale"
"Jurbarkas.2013" 33 2013 29.6256270603411 "Jurbarkas"
"Taurage.2013" 34 2013 32.3954895489549 "Taurage"
"Mazeikiai.2013" 35 2013 25.6441782261454 "Mazeikiai"
"Plunge.2013" 36 2013 36.4392012210633 "Plunge"
"Telsiai.2013" 37 2013 30.8545834577486 "Telsiai"
"Anyksciai.2013" 38 2013 30.7205935577271 "Anyksciai"
"Ignalina.2013" 39 2013 29.7049453883495 "Ignalina"
"Moletai.2013" 40 2013 31.8206658291457 "Moletai"
"Utena.2013" 41 2013 33.623636688718 "Utena"
"Zarasai.2013" 42 2013 32.53699608777 "Zarasai"
"Salcininkai.2013" 43 2013 29.9929255097794 "Salcininkai"
"Sirvintos.2013" 44 2013 31.3243908442038 "Sirvintos"
"Svencionys.2013" 45 2013 31.2124984439188 "Svencionys"
"Trakai.2013" 46 2013 31.7444911476245 "Trakai"
"Ukmerge.2013" 47 2013 31.7596863468635 "Ukmerge"
"Vilnius.2013" 48 2013 32.2106247343816 "Vilnius"
"Siauliai.2014" 1 2014 29.9135872654918 "Siauliai"
"Akmene.2014" 2 2014 27.0642051282051 "Akmene"
"Joniskis.2014" 3 2014 26.2119353039598 "Joniskis"
"Kelme.2014" 4 2014 32.0209708737864 "Kelme"
"Pakruojis.2014" 5 2014 27.1358065043308 "Pakruojis"
"Radviliskis.2014" 6 2014 29.8016917293233 "Radviliskis"
"Alytus.2014" 7 2014 28.341132293472 "Alytus"
"Druskininkai.2014" 8 2014 21.7553191489362 "Druskininkai"
"Lazdijai.2014" 9 2014 27.2523885350318 "Lazdijai"
"Varena.2014" 10 2014 28.9249547140516 "Varena"
"Birstonas.2014" 11 2014 27.6125 "Birstonas"
"Jonava.2014" 12 2014 31.2948629348076 "Jonava"
"Kedainiai.2014" 13 2014 30.0782144716294 "Kedainiai"
"Kaisiadorys.2014" 14 2014 31.4162270329271 "Kaisiadorys"
"Kaunas.2014" 15 2014 27.8499098170575 "Kaunas"
"Prienai.2014" 16 2014 29.1193277310924 "Prienai"
"Raseiniai.2014" 17 2014 28.5258189894503 "Raseiniai"
"Silute.2014" 18 2014 28.149302065885 "Silute"
"Klaipeda.2014" 19 2014 27.0451213552696 "Klaipeda"
"Kretinga.2014" 20 2014 28.9145168342807 "Kretinga"
"Neringa.2014" 21 2014 21.28 "Neringa"
"Palanga.2014" 22 2014 26.1518072289157 "Palanga"
"Skuodas.2014" 23 2014 25.2492056286882 "Skuodas"
"Sakiai.2014" 24 2014 27.8783370411568 "Sakiai"
"Marijampole.2014" 25 2014 28.6316771013721 "Marijampole"
"Vilkaviskis.2014" 26 2014 25.5651435366061 "Vilkaviskis"
"Birzai.2014" 27 2014 28.9587884083297 "Birzai"
"Kupiskis.2014" 28 2014 28.7769353551476 "Kupiskis"
"Panevezys.2014" 29 2014 30.7522011348073 "Panevezys"
"Pasvalys.2014" 30 2014 24.4819600604128 "Pasvalys"
"Rokiskis.2014" 31 2014 29.2274698795181 "Rokiskis"
"Silale.2014" 32 2014 34.5204755614267 "Silale"
"Jurbarkas.2014" 33 2014 30.4309875304572 "Jurbarkas"
"Taurage.2014" 34 2014 31.3767876787679 "Taurage"
"Mazeikiai.2014" 35 2014 25.1506935687264 "Mazeikiai"
"Plunge.2014" 36 2014 33.1619180870008 "Plunge"
"Telsiai.2014" 37 2014 31.0144819349059 "Telsiai"
"Anyksciai.2014" 38 2014 30.4468572807335 "Anyksciai"
"Ignalina.2014" 39 2014 29.590109223301 "Ignalina"
"Moletai.2014" 40 2014 30.4444095477387 "Moletai"
"Utena.2014" 41 2014 33.3738601823708 "Utena"
"Zarasai.2014" 42 2014 33.2745364857969 "Zarasai"
"Salcininkai.2014" 43 2014 30.0749063670412 "Salcininkai"
"Sirvintos.2014" 44 2014 31.3758306669948 "Sirvintos"
"Svencionys.2014" 45 2014 30.2702601767708 "Svencionys"
"Trakai.2014" 46 2014 32.3994395618393 "Trakai"
"Ukmerge.2014" 47 2014 31.5685731857319 "Ukmerge"
"Vilnius.2014" 48 2014 31.0218444538887 "Vilnius"
"Siauliai.2015" 1 2015 30.1051733939738 "Siauliai"
"Akmene.2015" 2 2015 28.9042051282051 "Akmene"
"Joniskis.2015" 3 2015 25.2552519055587 "Joniskis"
"Kelme.2015" 4 2015 31.2537216828479 "Kelme"
"Pakruojis.2015" 5 2015 25.5592417061611 "Pakruojis"
"Radviliskis.2015" 6 2015 27.7858485499463 "Radviliskis"
"Alytus.2015" 7 2015 26.6564124783362 "Alytus"
"Druskininkai.2015" 8 2015 23.3085106382979 "Druskininkai"
"Lazdijai.2015" 9 2015 26.129644373673 "Lazdijai"
"Varena.2015" 10 2015 29.0382127145691 "Varena"
"Birstonas.2015" 11 2015 25.75 "Birstonas"
"Jonava.2015" 12 2015 29.6438608615526 "Jonava"
"Kedainiai.2015" 13 2015 28.922826652785 "Kedainiai"
"Kaisiadorys.2015" 14 2015 30.0411133345461 "Kaisiadorys"
"Kaunas.2015" 15 2015 27.2329296573048 "Kaunas"
"Prienai.2015" 16 2015 27.5014005602241 "Prienai"
"Raseiniai.2015" 17 2015 27.5248473070516 "Raseiniai"
"Silute.2015" 18 2015 31.1128978224456 "Silute"
"Klaipeda.2015" 19 2015 29.8123472878319 "Klaipeda"
"Kretinga.2015" 20 2015 29.362264975951 "Kretinga"
"Neringa.2015" 21 2015 22.2377777777778 "Neringa"
"Palanga.2015" 22 2015 27.6265060240964 "Palanga"
"Skuodas.2015" 23 2015 26.9861552428507 "Skuodas"
"Sakiai.2015" 24 2015 27.7926863181313 "Sakiai"
"Marijampole.2015" 25 2015 27.1978153723192 "Marijampole"
"Vilkaviskis.2015" 26 2015 24.1856633259725 "Vilkaviskis"
"Birzai.2015" 27 2015 30.750254841998 "Birzai"
"Kupiskis.2015" 28 2015 29.5393056664006 "Kupiskis"
"Panevezys.2015" 29 2015 30.1681666992761 "Panevezys"
"Pasvalys.2015" 30 2015 26.3502265480785 "Pasvalys"
"Rokiskis.2015" 31 2015 30.4677108433735 "Rokiskis"
"Silale.2015" 32 2015 37.0237780713342 "Silale"
"Jurbarkas.2015" 33 2015 30.2099756342267 "Jurbarkas"
"Taurage.2015" 34 2015 32.9497616428309 "Taurage"
"Mazeikiai.2015" 35 2015 26.5977301387137 "Mazeikiai"
"Plunge.2015" 36 2015 36.5062325108115 "Plunge"
"Telsiai.2015" 37 2015 33.001642281278 "Telsiai"
"Anyksciai.2015" 38 2015 30.8992640849318 "Anyksciai"
"Ignalina.2015" 39 2015 29.9883191747573 "Ignalina"
"Moletai.2015" 40 2015 31.6755653266332 "Moletai"
"Utena.2015" 41 2015 34.0679420704452 "Utena"
"Zarasai.2015" 42 2015 33.9627487667971 "Zarasai"
"Salcininkai.2015" 43 2015 30.043140518796 "Salcininkai"
"Sirvintos.2015" 44 2015 30.9256706866847 "Sirvintos"
"Svencionys.2015" 45 2015 31.2060251462716 "Svencionys"
"Trakai.2015" 46 2015 30.5652783084957 "Trakai"
"Ukmerge.2015" 47 2015 31.6702029520295 "Ukmerge"
"Vilnius.2015" 48 2015 31.7579260518487 "Vilnius"
